Frame ID,QR id,QR 2D,QR 3D
764,7,"[[320.0, 276.0], [315.0, 225.0], [367.0, 221.0], [371.0, 271.0]]","[2.5486579340307567, -168.04126810996135, 18.51149547483146, -92.70540409642085]"
765,7,"[[319.0, 279.0], [313.0, 227.0], [365.0, 223.0], [369.0, 274.0]]","[2.543745369728784, -163.335251856615, 11.088178407288463, -94.00319770294045]"
766,7,"[[333.0, 280.0], [328.0, 227.0], [380.0, 223.0], [385.0, 275.0]]","[2.4933982812295876, -165.27967231395442, 8.642801677425243, -94.49471398357493]"
767,7,"[[361.0, 281.0], [356.0, 228.0], [410.0, 224.0], [415.0, 277.0]]","[2.412817577849493, -173.52300183383582, -4.9805291843719495, -95.63674879056084]"
768,7,"[[398.0, 279.0], [392.0, 225.0], [446.0, 220.0], [451.0, 274.0]]","[2.4088939722512004, 176.74715773061635, 9.650364039474237, -95.52073922137261]"
769,7,"[[452.0, 284.0], [448.0, 228.0], [503.0, 224.0], [507.0, 280.0]]","[2.324960386086337, -172.49382228629452, 4.753479481383007, -94.26486278558886]"
770,7,"[[472.0, 262.0], [469.0, 204.0], [526.0, 200.0], [529.0, 258.0]]","[2.261506624108072, -174.39040179574533, 10.076091945239435, -93.59991639349529]"
771,7,"[[501.0, 274.0], [498.0, 213.0], [556.0, 209.0], [559.0, 270.0]]","[2.150830706075172, -167.2492131948608, 7.719146073545017, -93.55439211273664]"
772,7,"[[509.0, 279.0], [506.0, 216.0], [566.0, 213.0], [569.0, 275.0]]","[2.096649695550089, -168.80768430112948, 5.528548781886242, -93.36381231865528]"
773,7,"[[516.0, 279.0], [513.0, 215.0], [575.0, 211.0], [578.0, 274.0]]","[2.06331499259444, -172.54553474271523, 8.577364082308984, -93.69795962997866]"
774,7,"[[528.0, 260.0], [528.0, 188.0], [593.0, 186.0], [592.0, 257.0]]","[1.8537746195336613, -160.82142668767284, 10.973521298134663, -90.94234452359845]"
775,7,"[[548.0, 284.0], [544.0, 215.0], [610.0, 210.0], [613.0, 278.0]]","[1.9199471334745981, -169.36402223094467, 8.512950916365003, -94.1925174985582]"
776,7,"[[547.0, 258.0], [543.0, 188.0], [611.0, 182.0], [614.0, 252.0]]","[1.895263509333548, -172.06776247973013, 10.618855581764521, -94.48322665769895]"
777,7,"[[533.0, 262.0], [528.0, 185.0], [599.0, 179.0], [603.0, 255.0]]","[1.731716363397128, -164.37154352847008, 9.189030866389258, -94.65032391208477]"
778,7,"[[540.0, 266.0], [535.0, 187.0], [608.0, 182.0], [612.0, 258.0]]","[1.7068153609071683, -166.20049709444208, 8.687872452773666, -94.6237824213046]"
779,7,"[[568.0, 284.0], [563.0, 201.0], [640.0, 196.0], [642.0, 278.0]]","[1.607193008409548, -164.1852697993988, 7.550456549073114, -93.735107587485]"
780,7,"[[639.0, 319.0], [636.0, 229.0], [719.0, 223.0], [721.0, 311.0]]","[1.5002508809428672, -166.92149328088703, 8.302612043963293, -93.72747159941714]"
781,7,"[[638.0, 325.0], [637.0, 232.0], [722.0, 229.0], [722.0, 319.0]]","[1.4603881847279527, -166.3126906135785, 7.209482736175526, -92.1573419655653]"
782,7,"[[644.0, 334.0], [642.0, 240.0], [728.0, 235.0], [728.0, 327.0]]","[1.4355750256717745, -165.3077599093995, 8.138908635918908, -92.70035983367737]"
783,7,"[[641.0, 327.0], [640.0, 232.0], [725.0, 227.0], [726.0, 320.0]]","[1.4223854911779092, -164.29190646209582, 8.013203631197994, -92.70277685774911]"
784,7,"[[640.0, 316.0], [639.0, 218.0], [726.0, 213.0], [726.0, 309.0]]","[1.3825688694693692, -163.1044178307683, 8.719509089899477, -92.56264498237313]"
785,7,"[[671.0, 314.0], [669.0, 213.0], [759.0, 208.0], [758.0, 306.0]]","[1.3602047092391194, -163.74002768892626, 8.891668990867505, -92.8607132735022]"
786,7,"[[688.0, 297.0], [688.0, 195.0], [779.0, 190.0], [777.0, 290.0]]","[1.3545542637553962, -164.7086433304797, 9.897899930567897, -92.52576570625153]"
787,7,"[[710.0, 290.0], [710.0, 182.0], [805.0, 177.0], [802.0, 282.0]]","[1.2976845671921589, -164.15369101548313, 10.367926661796004, -92.67011058472747]"
788,7,"[[683.0, 302.0], [682.0, 192.0], [778.0, 186.0], [777.0, 292.0]]","[1.2633907322554976, -163.350612716048, 10.335059034393606, -93.2018121405212]"
789,7,"[[668.0, 333.0], [669.0, 219.0], [767.0, 215.0], [763.0, 325.0]]","[1.2055018374181852, -160.6794033193939, 9.61644715174455, -91.50190476583683]"
790,7,"[[687.0, 335.0], [690.0, 218.0], [789.0, 214.0], [785.0, 326.0]]","[1.1851285172517378, -161.00207753895833, 10.223866849648577, -91.45636645701526]"
791,7,"[[715.0, 335.0], [717.0, 214.0], [819.0, 210.0], [815.0, 326.0]]","[1.1583246642253002, -161.3596462271023, 9.350745344541824, -91.75030121149778]"
792,7,"[[719.0, 331.0], [722.0, 210.0], [825.0, 206.0], [820.0, 323.0]]","[1.156625005768735, -161.99273194827677, 9.763376962317693, -91.46638532953017]"
793,7,"[[738.0, 332.0], [740.0, 206.0], [848.0, 201.0], [843.0, 323.0]]","[1.1185081027326051, -162.85406232515845, 9.763165259177557, -91.9631039065737]"
794,7,"[[738.0, 332.0], [741.0, 205.0], [848.0, 201.0], [843.0, 323.0]]","[1.1142259100028478, -162.14356750300158, 9.601181344873522, -91.69529251569065]"
795,7,"[[755.0, 338.0], [758.0, 207.0], [871.0, 202.0], [865.0, 328.0]]","[1.08478389121379, -164.02835090116062, 10.28521834146085, -91.95964682841563]"
796,7,"[[787.0, 323.0], [793.0, 182.0], [915.0, 178.0], [905.0, 314.0]]","[1.0254275544701192, -165.21960813615348, 11.401617170409297, -91.46412909492717]"
834,8,"[[540.0, 23.0], [638.0, 18.0], [628.0, 128.0], [528.0, 127.0]]","[1.3075531134250022, -174.95663278071234, 26.645654912273287, 7.533836608610867]"
835,8,"[[491.0, 19.0], [591.0, 13.0], [583.0, 122.0], [483.0, 124.0]]","[1.2957909137332912, -177.1014126172004, 22.63932517540793, 5.090204568598784]"
836,8,"[[400.0, 22.0], [494.0, 17.0], [490.0, 126.0], [396.0, 126.0]]","[1.3202382412533489, -171.83086400069928, 22.195248967966183, 5.504664605078257]"
837,8,"[[294.0, 43.0], [387.0, 43.0], [382.0, 150.0], [289.0, 146.0]]","[1.3288090303957008, -173.09583478019127, 17.49267388037, 5.978320498192289]"
838,8,"[[269.0, 31.0], [363.0, 31.0], [359.0, 138.0], [266.0, 135.0]]","[1.337564706356701, -172.30933465326905, 16.046868512355044, 5.471594782395423]"
839,8,"[[261.0, 29.0], [355.0, 28.0], [353.0, 135.0], [258.0, 133.0]]","[1.3384340234431873, -173.22107055174817, 14.769800758257759, 4.468726993670519]"
839,1,"[[846.0, 179.0], [864.0, 180.0], [861.0, 195.0], [844.0, 194.0]]","[8.845946198816641, -144.3016455974067, 18.36316182711087, 7.165593711539543]"
840,8,"[[246.0, 27.0], [343.0, 29.0], [338.0, 139.0], [243.0, 135.0]]","[1.3023554342496082, -171.39540241242057, 15.581444470315972, 6.198275278563912]"
854,1,"[[416.0, 89.0], [430.0, 89.0], [430.0, 103.0], [416.0, 103.0]]","[9.617715762844497, 178.78301898047408, 0.1223780076872507, -0.008636570870270229]"
935,9,"[[405.0, 19.0], [461.0, 16.0], [468.0, 78.0], [412.0, 81.0]]","[2.292124781742442, -170.84442565300947, -19.125204460484905, -9.596593872836884]"
936,9,"[[388.0, 53.0], [447.0, 51.0], [453.0, 112.0], [393.0, 115.0]]","[2.2363088200915002, -177.02176726822617, -11.063264767895658, -5.66287308224344]"
937,9,"[[393.0, 30.0], [455.0, 29.0], [458.0, 92.0], [396.0, 93.0]]","[2.1900484700707774, -178.60777503348297, -5.843388461068389, -2.8081913787657475]"
938,9,"[[404.0, 20.0], [468.0, 19.0], [471.0, 84.0], [408.0, 85.0]]","[2.1362377199745555, -177.73147302675395, -7.375860680339702, -3.3389761809810183]"
939,9,"[[389.0, 51.0], [452.0, 52.0], [455.0, 119.0], [392.0, 120.0]]","[2.06357973619497, -170.39824163019267, -17.507329990053023, -5.192840236537212]"
940,9,"[[379.0, 65.0], [444.0, 64.0], [448.0, 131.0], [384.0, 134.0]]","[2.045188916231542, -171.0689671183791, -13.606438141562505, -5.610371637071832]"
941,9,"[[368.0, 91.0], [435.0, 89.0], [439.0, 156.0], [374.0, 160.0]]","[2.013367735002472, -172.25281672370315, -9.999763680828613, -5.1735467738619]"
942,9,"[[377.0, 97.0], [446.0, 94.0], [451.0, 163.0], [384.0, 167.0]]","[1.944498832294784, -176.21044927674367, -9.623707055675624, -5.3828780931010405]"
943,9,"[[396.0, 60.0], [468.0, 58.0], [474.0, 131.0], [404.0, 135.0]]","[1.8467421426192552, -176.4193123962749, -13.447732105682887, -6.236128221697165]"
944,9,"[[410.0, 82.0], [484.0, 79.0], [488.0, 158.0], [414.0, 162.0]]","[1.740226795264987, -166.85086127570708, -14.615320573969122, -6.358608372074307]"
945,9,"[[402.0, 125.0], [478.0, 125.0], [481.0, 205.0], [405.0, 206.0]]","[1.671520853574231, -174.02824666007558, -16.331167207410473, -3.760915449713525]"
946,9,"[[416.0, 178.0], [495.0, 177.0], [497.0, 259.0], [420.0, 261.0]]","[1.5983072240325589, -174.41969066510612, -16.913610586032156, -3.6743483803665944]"
947,9,"[[434.0, 170.0], [516.0, 168.0], [519.0, 251.0], [438.0, 255.0]]","[1.571367203102784, -174.13173657069646, -10.381408710754597, -3.6432948302231316]"
948,9,"[[419.0, 157.0], [504.0, 154.0], [507.0, 240.0], [424.0, 245.0]]","[1.5262188203015785, -170.47585402573694, -11.06607742189179, -4.579609855793806]"
949,9,"[[370.0, 92.0], [463.0, 88.0], [470.0, 183.0], [378.0, 191.0]]","[1.4065954140725607, -169.02513743434946, -13.31146841921506, -6.7798444689902375]"
950,9,"[[332.0, 100.0], [428.0, 96.0], [436.0, 193.0], [341.0, 202.0]]","[1.3677201617468417, -168.01670160908927, -15.168146060208942, -7.347027627569448]"
951,9,"[[240.0, 68.0], [347.0, 64.0], [359.0, 168.0], [254.0, 179.0]]","[1.2879194655928359, -171.6889863595857, -15.020004753550946, -7.9784992563217845]"
952,9,"[[147.0, 61.0], [266.0, 55.0], [281.0, 172.0], [165.0, 186.0]]","[1.1739126455326434, -159.4337573674241, -26.22912365897695, -12.681590143858998]"
953,9,"[[45.0, 124.0], [178.0, 115.0], [195.0, 235.0], [67.0, 255.0]]","[1.1125758676836637, -156.03470003793035, -29.161152683555525, -13.581669964309473]"
973,8,"[[406.0, 105.0], [427.0, 103.0], [428.0, 122.0], [409.0, 125.0]]","[6.621141029283189, -143.961849167367, -4.779744373257035, -8.426641754969333]"
975,8,"[[354.0, 160.0], [374.0, 157.0], [376.0, 176.0], [356.0, 179.0]]","[6.5105428649413115, 167.9541562946123, 4.16206886719454, -7.766719874146743]"
977,8,"[[298.0, 201.0], [319.0, 200.0], [322.0, 218.0], [302.0, 222.0]]","[6.478189334500972, 172.22430834945132, -13.212930698347577, -9.331122893114665]"
979,8,"[[222.0, 292.0], [244.0, 288.0], [246.0, 308.0], [225.0, 312.0]]","[6.1626676876707105, -151.31707494330024, -24.788338883268533, -13.362671697006064]"
980,8,"[[176.0, 336.0], [199.0, 333.0], [201.0, 353.0], [180.0, 357.0]]","[6.314262645204889, -161.99223441298085, -22.983811148363216, -10.507620441749014]"
981,8,"[[163.0, 378.0], [187.0, 374.0], [189.0, 394.0], [167.0, 398.0]]","[6.126478541306255, -154.9317340134783, -20.557018796754832, -10.222711294277358]"
982,8,"[[137.0, 387.0], [162.0, 384.0], [165.0, 403.0], [142.0, 408.0]]","[5.984078159045877, -152.57271001359544, -15.544113133943247, -9.611721064212414]"
983,8,"[[134.0, 375.0], [157.0, 371.0], [162.0, 392.0], [138.0, 396.0]]","[6.094176744088053, 164.02449907792524, -24.489469318268704, -10.26094736131194]"
984,8,"[[136.0, 356.0], [160.0, 352.0], [164.0, 373.0], [141.0, 377.0]]","[6.085893240108864, -160.04968482558283, -13.683867324927094, -10.29361986795715]"
985,8,"[[131.0, 337.0], [155.0, 334.0], [159.0, 356.0], [136.0, 360.0]]","[5.945341453066603, 177.95821042507282, -33.23441104338618, -10.64379706520778]"
986,8,"[[134.0, 369.0], [159.0, 365.0], [164.0, 385.0], [140.0, 391.0]]","[6.278447901856503, 174.1238639942601, -20.87108556079, -13.396975451998337]"
987,8,"[[160.0, 394.0], [184.0, 388.0], [190.0, 410.0], [166.0, 415.0]]","[5.796403912677678, -161.3351973974942, -10.054739760678123, -13.045210546915154]"
988,8,"[[190.0, 345.0], [214.0, 340.0], [219.0, 362.0], [195.0, 367.0]]","[5.732326539598017, 167.34950204683813, -15.052128392366537, -12.704475041548369]"
989,8,"[[189.0, 361.0], [213.0, 356.0], [218.0, 379.0], [194.0, 384.0]]","[5.706198962555246, -179.6632626961382, -8.744485488802043, -12.156976145619213]"
990,8,"[[186.0, 402.0], [211.0, 397.0], [215.0, 420.0], [191.0, 425.0]]","[5.658180516659109, -169.8985296331081, -17.542993759653648, -11.384093712108971]"
991,8,"[[162.0, 422.0], [189.0, 415.0], [193.0, 437.0], [168.0, 445.0]]","[5.284381732361002, -153.19789856486852, -24.445338510602145, -16.196883441636878]"
992,8,"[[178.0, 420.0], [205.0, 415.0], [210.0, 436.0], [184.0, 442.0]]","[5.248206796610447, -150.70925363797318, -11.586434702299474, -11.40727359114383]"
993,8,"[[186.0, 431.0], [212.0, 426.0], [217.0, 449.0], [192.0, 455.0]]","[5.591456710696707, -175.89743033792058, -13.557542174386125, -12.361288321054692]"
994,8,"[[200.0, 440.0], [227.0, 433.0], [232.0, 455.0], [207.0, 463.0]]","[5.215266646994621, -155.96914912294818, -17.00976880943226, -15.582585642661085]"
995,8,"[[203.0, 444.0], [229.0, 437.0], [235.0, 460.0], [209.0, 468.0]]","[5.213436981091883, -161.9145699386749, -18.643397037741167, -15.40908891506909]"
996,8,"[[235.0, 441.0], [260.0, 435.0], [266.0, 459.0], [240.0, 465.0]]","[5.281247126485012, 163.37644141476972, -16.018426492014306, -12.289575978650008]"
997,8,"[[236.0, 445.0], [262.0, 439.0], [267.0, 463.0], [241.0, 470.0]]","[5.151154503069095, -167.73351605590804, -19.28416218238972, -12.881932089608823]"
998,8,"[[241.0, 429.0], [268.0, 422.0], [273.0, 447.0], [248.0, 453.0]]","[5.127215348785317, -168.16406686436358, -11.229309282379871, -13.47575603280911]"
1000,8,"[[274.0, 402.0], [302.0, 395.0], [307.0, 419.0], [281.0, 425.0]]","[4.849061666795114, -154.3915126700083, -8.740289610907164, -13.317576191225797]"
1001,8,"[[270.0, 356.0], [297.0, 350.0], [303.0, 375.0], [277.0, 382.0]]","[4.925684265307859, -168.60787004522447, -11.05008451309863, -14.26106461451577]"
1002,8,"[[232.0, 342.0], [263.0, 336.0], [268.0, 361.0], [238.0, 367.0]]","[4.403051460618035, -145.5973474221645, -11.634305521430932, -11.72218649736817]"
1003,8,"[[205.0, 375.0], [235.0, 368.0], [241.0, 393.0], [212.0, 401.0]]","[4.57509295532788, -152.56299206058546, -15.461303591175394, -14.792118636689851]"
1004,8,"[[206.0, 380.0], [236.0, 373.0], [243.0, 398.0], [215.0, 407.0]]","[4.7020426766936065, -161.50819117422495, -8.597544309160599, -15.327845715970957]"
1005,8,"[[201.0, 355.0], [231.0, 349.0], [238.0, 375.0], [209.0, 383.0]]","[4.582478469774239, 166.5401643994446, -19.313210371013763, -14.261620659859743]"
1006,8,"[[178.0, 342.0], [210.0, 335.0], [216.0, 362.0], [186.0, 370.0]]","[4.414583375669676, -154.18790227594786, -16.935013537113747, -14.907987550594507]"
1007,8,"[[166.0, 322.0], [198.0, 316.0], [204.0, 344.0], [174.0, 352.0]]","[4.444600559782755, -162.59458493883278, -20.609614237108897, -14.838633381047623]"
1008,8,"[[170.0, 335.0], [204.0, 328.0], [210.0, 357.0], [178.0, 364.0]]","[4.1931969115269965, -153.62065069698622, -15.063058710190607, -13.116799390540253]"
1009,8,"[[165.0, 341.0], [198.0, 333.0], [206.0, 362.0], [174.0, 371.0]]","[4.223692513326986, -158.6123822355331, -16.37689612296026, -16.08862114619072]"
1010,8,"[[134.0, 338.0], [170.0, 330.0], [177.0, 360.0], [144.0, 369.0]]","[4.062860802835129, -154.8398445631975, -17.687041385960757, -15.497753131310976]"
1011,8,"[[126.0, 372.0], [162.0, 363.0], [170.0, 395.0], [136.0, 405.0]]","[3.99823184945724, -165.9155958948194, -23.920494085264025, -16.7651764220267]"
1012,8,"[[117.0, 349.0], [153.0, 340.0], [162.0, 371.0], [127.0, 381.0]]","[3.9791187152246676, -157.01709377850673, -18.587312550832674, -16.682746521121484]"
1013,8,"[[125.0, 344.0], [161.0, 336.0], [170.0, 369.0], [134.0, 378.0]]","[3.932071512491334, 177.9838193792293, -20.608687323703236, -14.87973423672152]"
1014,8,"[[144.0, 340.0], [180.0, 332.0], [189.0, 366.0], [152.0, 374.0]]","[3.8438440774073626, 174.71205013562388, -18.082687099441593, -13.767518709584063]"
1015,8,"[[149.0, 346.0], [188.0, 337.0], [197.0, 371.0], [159.0, 381.0]]","[3.6104383674190212, -157.82238190143502, -16.476349297071458, -15.13324087060303]"
1016,8,"[[144.0, 334.0], [183.0, 326.0], [192.0, 362.0], [154.0, 371.0]]","[3.6024857094239713, -178.94988023225878, -25.731944820791576, -14.58851275010227]"
1017,8,"[[80.0, 364.0], [121.0, 354.0], [132.0, 391.0], [90.0, 403.0]]","[3.4740071652050744, 173.00400293950312, -15.760636385365768, -16.02328297961794]"
1018,8,"[[48.0, 372.0], [92.0, 361.0], [103.0, 399.0], [59.0, 411.0]]","[3.368324166565759, 167.28679750364816, -21.036145096129584, -16.19283476269881]"
1019,8,"[[32.0, 346.0], [78.0, 335.0], [89.0, 375.0], [45.0, 386.0]]","[3.321548518134155, -161.37226019202154, -19.697403213103296, -15.659900322397398]"
1020,8,"[[30.0, 328.0], [76.0, 316.0], [89.0, 357.0], [42.0, 368.0]]","[3.3397410771837093, 179.2784950530638, -21.537366441979966, -16.74904516870877]"
1021,8,"[[63.0, 289.0], [110.0, 279.0], [121.0, 321.0], [74.0, 330.0]]","[3.2508580498171398, -177.09713872024514, -20.074570396019276, -14.411459428238661]"
1022,8,"[[67.0, 278.0], [115.0, 268.0], [127.0, 310.0], [80.0, 321.0]]","[3.0783950455229947, -155.92384494403984, -17.81288555645672, -15.304628172957292]"
1023,8,"[[82.0, 244.0], [130.0, 234.0], [143.0, 278.0], [94.0, 289.0]]","[2.982938622258927, 176.81301321657403, -17.381802317349678, -15.547005805626288]"
1024,8,"[[110.0, 239.0], [160.0, 229.0], [169.0, 275.0], [122.0, 286.0]]","[2.860100850331363, -155.21433329677825, -29.293052301973944, -18.09715756819581]"
1025,8,"[[76.0, 228.0], [127.0, 217.0], [139.0, 266.0], [89.0, 276.0]]","[2.8247558852563612, -174.90651246600476, -6.836216722719701, -13.180743472047205]"
1026,8,"[[85.0, 199.0], [137.0, 189.0], [151.0, 237.0], [99.0, 248.0]]","[2.7837982063458084, -178.83473911289056, -19.421596871200375, -15.938285628847021]"
1027,8,"[[101.0, 178.0], [154.0, 168.0], [167.0, 219.0], [115.0, 228.0]]","[2.7324270082642155, -162.48760107576967, -9.805788524831609, -12.613694790922747]"
1028,8,"[[116.0, 161.0], [169.0, 152.0], [183.0, 202.0], [129.0, 212.0]]","[2.6729460875554336, -179.65650250259114, -17.916027566522924, -14.740989619285475]"
1029,8,"[[176.0, 108.0], [233.0, 104.0], [242.0, 157.0], [187.0, 163.0]]","[2.5237011129594906, -150.0944149988252, -8.220459843665529, -7.559999205844482]"
1030,8,"[[217.0, 107.0], [274.0, 99.0], [285.0, 155.0], [228.0, 162.0]]","[2.423747322387323, 179.85245329279581, -11.267167334144572, -10.877389876366426]"
1031,8,"[[216.0, 94.0], [274.0, 86.0], [284.0, 145.0], [227.0, 153.0]]","[2.371464475253607, -170.6370600349357, -0.4777604283071254, -8.263507126169626]"
1032,8,"[[196.0, 106.0], [255.0, 99.0], [264.0, 159.0], [205.0, 166.0]]","[2.319933059353949, -174.27611553805266, -0.13091684560242525, -7.065087278919966]"
1033,8,"[[168.0, 84.0], [231.0, 74.0], [244.0, 137.0], [182.0, 146.0]]","[2.252931291067365, -171.10979584792022, -7.278699093908546, -11.127475070726497]"
1033,1,"[[462.0, 108.0], [474.0, 106.0], [476.0, 119.0], [464.0, 121.0]]","[10.550717652256031, -166.0514691391586, -13.505136813712392, -12.840462224569126]"
1034,8,"[[175.0, 32.0], [243.0, 25.0], [254.0, 92.0], [188.0, 100.0]]","[2.133695528469541, -149.8610555510674, -14.416003837911749, -11.55449817657195]"
1034,1,"[[488.0, 93.0], [501.0, 92.0], [503.0, 105.0], [490.0, 107.0]]","[9.995256375253543, -177.83462295807672, -10.180391599688354, -9.15514685599856]"
1035,8,"[[178.0, 24.0], [247.0, 16.0], [260.0, 84.0], [193.0, 93.0]]","[2.0999727192687185, -149.1452083613772, -9.873413352839838, -10.799754420898118]"
1036,8,"[[204.0, 39.0], [273.0, 32.0], [282.0, 103.0], [213.0, 110.0]]","[2.0070017591185016, -174.16705310899758, 0.4617123843332331, -5.840199627255637]"
1037,8,"[[188.0, 27.0], [260.0, 19.0], [271.0, 90.0], [199.0, 99.0]]","[1.9610048846377302, -178.4358538517636, -4.556506184260646, -8.43154973486111]"
1038,8,"[[144.0, 14.0], [222.0, 5.0], [232.0, 84.0], [156.0, 91.0]]","[1.855915778749454, -174.2484159600792, -2.021930169148878, -6.734603894830028]"
1042,1,"[[469.0, 143.0], [482.0, 142.0], [483.0, 156.0], [470.0, 157.0]]","[9.699869375951346, -168.10853231675625, -15.292002698039203, -7.723051520037121]"
1054,1,"[[717.0, 71.0], [736.0, 70.0], [737.0, 88.0], [717.0, 90.0]]","[7.498823616264532, 177.15589394977377, 9.687362505483199, -1.4802215079591325]"
1055,10,"[[15.0, 125.0], [31.0, 126.0], [34.0, 151.0], [19.0, 151.0]]","[5.863120915143962, -133.0831739147794, -74.73399859045537, -49.131162629795966]"
1055,1,"[[767.0, 67.0], [787.0, 65.0], [787.0, 84.0], [767.0, 86.0]]","[7.582466519205891, -178.07643811278044, 20.264555409375802, -0.06801708415414945]"
1056,10,"[[18.0, 120.0], [34.0, 122.0], [37.0, 146.0], [21.0, 144.0]]","[6.199131968608784, -157.21477211499501, 25.54804924668519, 12.126116163373787]"
1057,10,"[[34.0, 125.0], [51.0, 126.0], [55.0, 150.0], [39.0, 149.0]]","[6.130778063871112, -155.87514915298613, 25.56460031668322, 9.184704537796438]"
1057,1,"[[801.0, 38.0], [821.0, 35.0], [822.0, 55.0], [802.0, 58.0]]","[7.539208787994666, -165.35925291763706, 7.676011434715592, -6.5903358287647436]"
1059,10,"[[116.0, 105.0], [131.0, 106.0], [135.0, 131.0], [120.0, 130.0]]","[5.816008326948855, -154.848058848469, 33.730239740984246, 12.492434315556652]"
1060,10,"[[134.0, 114.0], [151.0, 116.0], [155.0, 140.0], [139.0, 139.0]]","[5.813726864986889, -163.23604535468678, -66.3703608809151, -23.726551687281905]"
1061,10,"[[157.0, 131.0], [174.0, 132.0], [178.0, 157.0], [162.0, 156.0]]","[5.636391382300086, -154.0830342971051, 32.19634159384694, 10.736780771030896]"
1062,10,"[[162.0, 106.0], [179.0, 107.0], [183.0, 132.0], [166.0, 131.0]]","[5.718074155832501, -154.21570184196585, 30.307442311315423, 11.029122059091161]"
1064,10,"[[47.0, 80.0], [66.0, 82.0], [71.0, 109.0], [52.0, 108.0]]","[5.423380980451293, -152.25518456783584, -68.53587382709416, -32.9020489975449]"
1065,10,"[[49.0, 32.0], [69.0, 34.0], [74.0, 63.0], [55.0, 62.0]]","[5.173282581589531, -144.21464866714217, -67.55280007931303, -39.92398620013502]"
